Rk,Name,Age,Tm,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%
1075,Robert Stock\stockro01,31,NYM,2,0,-128,0,0,0.00%,50.00%,0.00%,78.6,0.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,-0.1,-0.10%,-0.8,,,
1076,Troy Stokes Jr.\stoketr01,25,PIT,20,0.235,27,0.154,0.056,0.00%,25.00%,5.00%,84,30.80%,15.40%,38.50%,46.20%,0.63,30.80%,46.20%,23.10%,-0.1,0.00%,0.8,50%,100%,100%
1077,Trevor Story\storytr01,28,COL,595,0.353,104,0.293,0.221,4.00%,23.40%,8.90%,90.6,42.60%,24.20%,36.50%,30.90%,0.57,25.30%,53.60%,21.20%,0.6,0.00%,13.6,37%,77%,54%
1078,Stephen Strasburg\strasst01,32,WSN,7,0.323,101,0.333,0.2,0.00%,28.60%,14.30%,98.2,66.70%,50.00%,25.00%,0.00%,0.5,0.00%,75.00%,25.00%,-0.1,0.00%,-0.7,0%,,
1079,Chris Stratton\stratch01,30,PIT,2,0,-131,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.5,,,
1080,Myles Straw\strawmy01,26,TOT,638,0.326,99,0.336,0.076,0.60%,19.00%,10.50%,86.4,26.40%,31.50%,40.20%,24.60%,0.68,18.10%,56.50%,25.40%,-0.9,-0.20%,-7.6,38%,83%,49%
1081,Myles Straw\strawmy01,26,HOU,370,0.312,90,0.324,0.065,0.50%,19.20%,10.30%,85.8,24.70%,27.80%,42.50%,25.90%,0.76,17.40%,56.80%,25.90%,-0.1,0.00%,-3.8,34%,77%,50%
1082,Myles Straw\strawmy01,26,CLE,268,0.346,111,0.353,0.092,0.80%,18.70%,10.80%,87.2,28.60%,36.50%,37.00%,22.80%,0.59,19.00%,56.10%,24.90%,-0.8,-0.20%,-3.8,42%,93%,48%
1083,Hunter Strickland\strichu01,32,TOT,2,0,-134,0,0,0.00%,50.00%,0.00%,97.6,100.00%,0.00%,0.00%,100.00%,0,0.00%,100.00%,0.00%,0,0.00%,-0.3,,,
1084,Hunter Strickland\strichu01,32,MIL,2,0,-134,0,0,0.00%,50.00%,0.00%,97.6,100.00%,0.00%,0.00%,100.00%,0,0.00%,100.00%,0.00%,0,0.00%,-0.3,,,
1085,Spencer Strider\stridsp01,22,ATL,2,0,-379,,0,0.00%,50.00%,0.00%,36.2,0.00%,0.00%,0.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,-0.4,,,
1086,Ross Stripling\stripro01,31,TOR,6,0,-174,0,0,0.00%,33.30%,0.00%,59.2,0.00%,0.00%,75.00%,0.00%,,0.00%,100.00%,0.00%,-0.2,-0.10%,-2,,,
1087,Marcus Stroman\stromma01,30,NYM,58,0.179,-10,0.185,0.039,0.00%,41.40%,6.90%,65.8,13.30%,16.70%,36.70%,6.70%,1.22,20.00%,70.00%,10.00%,-0.7,-0.50%,-7.9,22%,100%,33%
1088,Garrett Stubbs\stubbga01,28,HOU,38,0.201,10,0.222,0.059,0.00%,18.40%,5.30%,78.5,24.10%,10.30%,48.30%,6.90%,1.27,51.70%,34.50%,13.80%,-0.1,-0.10%,-3.7,25%,,50%
1089,Eugenio Suarez\suareeu01,29,CIN,574,0.31,75,0.224,0.23,5.40%,29.80%,9.80%,89.1,39.80%,20.40%,36.30%,35.70%,0.57,35.40%,50.10%,14.50%,-2.9,-2.20%,-23.8,30%,0%,25%
1090,Jose Suarez\suarejo01,23,LAA,1,0,-128,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.2,,,
1091,Ranger Suarez\suarera01,25,PHI,23,0.262,40,0.273,0.125,0.00%,21.70%,4.40%,70.8,6.70%,18.80%,25.00%,25.00%,0.57,18.80%,50.00%,31.30%,-0.1,-0.10%,-1.3,40%,,50%
1092,Wander Suero\suerowa01,29,WSN,1,0,-128,0,0,0.00%,0.00%,0.00%,81.7,0.00%,0.00%,100.00%,0.00%,,100.00%,0.00%,0.00%,0,0.00%,-0.3,,,
1093,Brent Suter\suterbr01,31,MIL,4,0,-134,0,0,0.00%,75.00%,0.00%,26.2,0.00%,0.00%,0.00%,0.00%,,0.00%,100.00%,0.00%,-0.1,0.00%,-0.9,,,
1094,Kurt Suzuki\suzukku01,37,LAA,247,0.283,71,0.25,0.119,2.40%,17.80%,4.90%,84.7,27.50%,22.80%,42.80%,25.00%,0.77,40.60%,41.10%,18.30%,-1.1,-0.30%,-12.4,17%,,13%
1095,Dansby Swanson\swansda01,27,ATL,653,0.334,96,0.297,0.201,4.10%,25.60%,8.00%,89,42.70%,24.20%,39.90%,28.90%,0.67,30.50%,52.90%,16.60%,-0.7,-0.60%,9.8,29%,75%,42%
1096,Thomas Szapucki\szaputh01,25,NYM,1,0,-128,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.1,,,
1097,Jameson Taillon\taillja01,29,NYY,2,0.346,118,0,0,0.00%,0.00%,50.00%,75.9,0.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,0,0.00%,0.2,0%,,
1098,Raimel Tapia\tapiara01,27,COL,533,0.316,78,0.306,0.099,1.10%,13.10%,7.50%,85.5,31.70%,16.80%,67.50%,12.30%,2.11,21.10%,58.10%,20.90%,-0.6,0.10%,0.7,38%,77%,44%
1099,Fernando Tatis Jr.\tatisfe02,22,SDP,546,0.419,168,0.324,0.328,7.70%,28.00%,11.40%,93.7,55.60%,21.60%,40.70%,29.80%,0.69,31.90%,52.30%,15.80%,3.9,3.20%,49.9,36%,86%,46%
1100,Mike Tauchman\tauchmi01,30,TOT,191,0.258,55,0.25,0.102,2.10%,30.40%,12.00%,87,36.10%,24.80%,45.90%,22.00%,0.86,27.50%,46.80%,25.70%,-0.6,-0.50%,-6.8,36%,50%,50%
1101,Mike Tauchman\tauchmi01,30,NYY,16,0.273,41,0.375,0.071,0.00%,37.50%,6.30%,82.5,22.20%,22.20%,22.20%,33.30%,0.33,22.20%,55.60%,22.20%,0.1,0.10%,-0.9,25%,100%,50%
1102,Mike Tauchman\tauchmi01,30,SFG,175,0.257,56,0.24,0.105,2.30%,29.70%,12.60%,87.4,37.40%,25.00%,48.00%,21.00%,0.92,28.00%,46.00%,26.00%,-0.8,-0.60%,-5.9,37%,25%,50%
1103,Leody Taveras\taverle01,22,TEX,185,0.22,23,0.225,0.109,1.60%,32.40%,4.90%,84.7,35.70%,20.90%,50.40%,17.40%,1.12,29.60%,55.70%,14.80%,-1.5,-0.40%,-20.3,31%,91%,73%
1104,Chris Taylor\tayloch03,30,LAD,582,0.348,110,0.337,0.183,3.40%,28.70%,10.80%,87.4,38.10%,24.70%,35.50%,32.30%,0.56,33.40%,51.20%,15.40%,1.6,1.30%,18.4,40%,93%,44%
1105,Michael A. Taylor\taylomi02,30,KCR,528,0.29,74,0.319,0.112,2.30%,27.30%,6.30%,88.5,40.20%,22.50%,45.10%,27.50%,0.84,24.30%,57.50%,18.20%,-2,-0.40%,-17.8,32%,67%,50%
1106,Tyrone Taylor\tayloty01,27,MIL,271,0.345,108,0.277,0.21,4.40%,21.80%,7.40%,88.6,37.30%,22.20%,41.60%,27.00%,0.71,31.40%,49.70%,18.90%,0.8,0.80%,11.1,28%,86%,54%
1107,Anderson Tejeda\tejedan01,23,TEX,17,0.107,-59,0.167,0,0.00%,58.80%,5.90%,87.8,33.30%,16.70%,50.00%,33.30%,1,16.70%,66.70%,16.70%,-0.5,-0.20%,-3,50%,100%,
1108,Rowdy Tellez\tellero01,26,TOT,325,0.311,89,0.275,0.172,3.40%,20.00%,7.10%,92.2,48.50%,26.20%,41.60%,23.20%,0.71,27.90%,52.40%,19.70%,-0.9,-0.50%,-3.7,26%,,22%
1109,Rowdy Tellez\tellero01,26,TOR,151,0.271,63,0.245,0.129,2.70%,21.90%,6.00%,92.6,50.00%,27.40%,39.60%,26.40%,0.66,29.20%,51.90%,18.90%,-1.1,-0.70%,-11.6,22%,,0%
1110,Rowdy Tellez\tellero01,26,MIL,174,0.347,112,0.3,0.209,4.00%,18.40%,8.10%,91.8,47.20%,25.20%,43.30%,20.50%,0.76,26.80%,52.80%,20.50%,0.2,0.10%,7.8,29%,,29%
1111,Curtis Terry\terrycu01,24,TEX,48,0.132,-32,0.133,0.044,0.00%,31.30%,4.20%,82.5,16.70%,20.00%,26.70%,33.30%,0.36,20.00%,60.00%,20.00%,-0.7,0.00%,-6.8,43%,,67%
1112,Matt Thaiss\thaisma01,26,LAA,8,0.198,12,0.167,0,0.00%,12.50%,12.50%,86.2,16.70%,33.30%,33.30%,16.70%,0.5,50.00%,50.00%,0.00%,-0.1,0.00%,-0.8,50%,,0%
1113,Dillon Thomas\thomadi01,28,SEA,9,0.099,-51,0.5,0,0.00%,77.80%,0.00%,91.9,50.00%,50.00%,0.00%,50.00%,0,0.00%,100.00%,0.00%,0.1,0.00%,0.2,200%,,100%
1114,Lane Thomas\thomala02,25,TOT,264,0.342,115,0.293,0.177,2.70%,23.90%,14.00%,91,46.30%,23.20%,43.90%,25.00%,0.79,26.80%,56.70%,16.50%,1.1,-0.20%,6.6,34%,67%,36%
1115,Lane Thomas\thomala02,25,STL,58,0.209,22,0.161,0.021,0.00%,29.30%,17.20%,87.8,36.70%,22.60%,48.40%,16.10%,1,22.60%,61.30%,16.10%,-0.3,-0.20%,-5.2,13%,67%,33%
1116,Lane Thomas\thomala02,25,WSN,206,0.379,141,0.325,0.219,3.40%,22.30%,13.10%,91.7,48.50%,23.30%,42.90%,27.10%,0.75,27.80%,55.60%,16.50%,1.4,0.00%,11.8,38%,67%,36%
1117,Keegan Thompson\thompke02,26,CHC,8,0.15,-69,0.333,0,0.00%,37.50%,0.00%,63.2,0.00%,20.00%,40.00%,0.00%,2,0.00%,100.00%,0.00%,-0.2,0.00%,-2,0%,,
1118,Trayce Thompson\thomptr01,30,CHC,35,0.47,190,0.231,0.464,11.40%,31.40%,20.00%,92.3,58.80%,17.60%,35.30%,41.20%,0.55,35.30%,52.90%,11.80%,0.7,0.00%,4.7,20%,100%,50%
1119,Zach Thompson\thompza01,27,MIA,18,0.143,-56,0.333,0.067,0.00%,50.00%,0.00%,69.9,22.20%,11.10%,44.40%,11.10%,2,33.30%,22.20%,44.40%,-0.4,0.00%,-3.7,0%,,
1120,Ka'ai Tom\tomka01,27,TOT,133,0.241,39,0.178,0.093,1.50%,27.10%,12.80%,84.2,29.70%,22.70%,46.70%,21.30%,0.88,34.70%,52.00%,13.30%,-1.2,-0.30%,-9.5,23%,100%,36%
1121,Ka'ai Tom\tomka01,27,OAK,16,0.056,-81,0.1,0,0.00%,37.50%,0.00%,85.6,30.00%,20.00%,70.00%,10.00%,2.33,40.00%,60.00%,0.00%,-0.2,-0.10%,-2.7,100%,,50%
1122,Ka'ai Tom\tomka01,27,PIT,117,0.266,56,0.19,0.109,1.70%,25.60%,14.50%,84,29.70%,23.10%,43.10%,23.10%,0.76,33.80%,50.80%,15.40%,-1,-0.20%,-6.8,21%,100%,33%
1123,Josh Tomlin\tomlijo01,36,ATL,5,0.399,153,0.5,0,0.00%,20.00%,20.00%,70.2,0.00%,0.00%,33.30%,33.30%,1,0.00%,100.00%,0.00%,0,0.00%,1,0%,,0%
1124,Justin Topa\topaju01,30,MIL,1,0,-134,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.3,,,
1125,Abraham Toro\toroab01,24,TOT,375,0.311,97,0.254,0.134,2.90%,14.40%,8.30%,86.8,34.20%,18.00%,41.70%,35.30%,0.72,24.40%,54.10%,21.60%,-1,-0.70%,0,32%,67%,31%
1126,Abraham Toro\toroab01,24,HOU,122,0.307,89,0.205,0.174,4.90%,17.20%,7.40%,85.9,30.30%,14.60%,44.90%,32.60%,0.82,24.70%,49.40%,25.80%,-0.4,-0.20%,0.3,38%,75%,25%
1127,Abraham Toro\toroab01,24,SEA,253,0.312,100,0.275,0.115,2.00%,13.00%,8.70%,87.2,35.90%,19.60%,40.20%,36.60%,0.67,24.20%,56.20%,19.60%,-0.6,-0.50%,-0.3,30%,60%,35%
1128,Luis Torrens\torrelu01,25,SEA,378,0.314,101,0.294,0.188,4.00%,26.20%,7.40%,90.7,43.40%,21.60%,52.00%,22.00%,1.09,20.80%,63.60%,15.60%,0.6,0.30%,1.2,25%,,31%
1129,Gleyber Torres\torregl01,24,NYY,516,0.312,94,0.314,0.107,1.70%,20.20%,9.70%,86.8,35.80%,25.80%,41.30%,26.30%,0.71,24.40%,56.40%,19.20%,0,0.10%,-8.2,26%,70%,50%
1130,Ronald Torreyes\torrero01,28,PHI,344,0.281,67,0.258,0.104,2.00%,11.90%,5.50%,80.9,14.10%,22.60%,45.20%,22.30%,0.87,30.00%,51.20%,18.70%,0.5,-0.10%,0.1,26%,67%,36%
1131,Touki Toussaint\toussto01,25,ATL,18,0.082,-92,0,0,0.00%,50.00%,11.10%,75.4,0.00%,14.30%,71.40%,0.00%,5,0.00%,85.70%,14.30%,-0.2,-0.20%,-3.3,50%,,0%
1132,Wilfredo Tovar\tovarwi01,29,NYM,12,0.2,14,0.286,0,0.00%,33.30%,8.30%,69.7,0.00%,28.60%,57.10%,0.00%,1.33,42.90%,42.90%,14.30%,-0.1,-0.10%,-1,0%,,
1133,Taylor Trammell\trammta01,23,SEA,178,0.266,71,0.233,0.199,4.50%,42.10%,9.60%,84.7,37.30%,19.30%,41.00%,20.50%,0.72,45.80%,38.60%,15.70%,-0.3,-0.20%,-9.9,41%,40%,31%
1134,Alan Trejo\trejoal01,25,COL,50,0.265,43,0.29,0.109,2.00%,30.00%,6.00%,87.7,40.60%,28.10%,50.00%,18.80%,1,28.10%,56.30%,15.60%,-0.2,0.00%,-4.7,50%,,50%
1135,Jose Trevino\trevijo01,28,TEX,302,0.265,62,0.279,0.102,1.70%,18.90%,4.00%,87.1,36.90%,26.20%,45.10%,22.70%,0.83,24.50%,57.50%,18.00%,-1.7,-0.40%,-17.6,24%,50%,30%
1136,Chadwick Tromp\trompch01,26,SFG,18,0.256,50,0.231,0.167,5.60%,22.20%,0.00%,85.3,14.30%,21.40%,35.70%,21.40%,0.56,21.40%,28.60%,50.00%,-0.2,-0.10%,-1.2,0%,,0%
1137,Nick Tropeano\tropeni01,30,TOT,1,0,-128,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.2,,,
1138,Nick Tropeano\tropeni01,30,NYM,1,0,-128,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.2,,,
1139,Mike Trout\troutmi01,29,LAA,146,0.45,190,0.456,0.291,5.50%,28.10%,18.50%,91.9,53.30%,25.00%,43.40%,26.30%,0.77,40.80%,47.40%,11.80%,0.8,0.50%,12.6,25%,100%,41%
1140,Yoshi Tsutsugo\tsutsyo01,29,TOT,262,0.301,87,0.278,0.165,3.10%,27.50%,11.10%,89.4,38.10%,17.50%,40.00%,34.40%,0.67,29.40%,46.90%,23.80%,-0.1,-0.70%,-7.4,26%,0%,27%
1141,Yoshi Tsutsugo\tsutsyo01,29,TOT,175,0.344,114,0.29,0.224,4.60%,25.70%,12.00%,89.8,37.00%,17.60%,38.90%,34.30%,0.64,29.60%,45.40%,25.00%,0.9,-0.20%,3,28%,0%,25%
1142,Yoshi Tsutsugo\tsutsyo01,29,TBR,87,0.213,32,0.255,0.051,0.00%,31.00%,9.20%,88.7,40.40%,17.30%,42.30%,34.60%,0.76,28.80%,50.00%,21.20%,-1,-0.60%,-10.4,24%,,33%
1143,Yoshi Tsutsugo\tsutsyo01,29,LAD,31,0.222,24,0.231,0,0.00%,38.70%,19.40%,91.5,38.50%,7.70%,61.50%,15.40%,1.6,53.80%,30.80%,15.40%,-0.2,-0.20%,-3.7,22%,,50%
1144,Yoshi Tsutsugo\tsutsyo01,29,PIT,144,0.371,134,0.299,0.268,5.60%,22.90%,10.40%,89.5,36.80%,18.90%,35.80%,36.80%,0.56,26.30%,47.40%,26.30%,1.1,0.00%,6.7,29%,0%,17%
1145,Cole Tucker\tuckeco01,24,PIT,131,0.287,75,0.289,0.12,1.50%,25.20%,9.90%,86.7,29.40%,22.40%,51.80%,21.20%,1.07,35.30%,52.90%,11.80%,-0.3,0.00%,-1.6,35%,50%,36%
1146,Kyle Tucker\tuckeky01,24,HOU,567,0.39,146,0.304,0.263,5.30%,15.90%,9.40%,91.2,47.50%,27.10%,33.50%,33.50%,0.51,26.40%,58.20%,15.40%,1.6,1.10%,32.5,31%,88%,51%
1147,Justin Turner\turneju01,36,LAD,612,0.37,128,0.292,0.193,4.40%,16.00%,10.00%,90.9,42.50%,24.50%,35.40%,33.10%,0.55,24.30%,53.50%,22.20%,2.3,1.60%,19.7,31%,100%,33%
1148,Trea Turner\turnetr01,28,TOT,646,0.396,145,0.362,0.208,4.30%,17.00%,6.40%,89.6,46.40%,24.50%,45.60%,23.50%,0.84,27.00%,54.50%,18.40%,2.3,1.70%,32.2,37%,86%,60%
1149,Trea Turner\turnetr01,28,WSN,420,0.39,142,0.363,0.198,4.30%,18.30%,6.20%,89.3,46.60%,25.60%,45.70%,23.00%,0.84,25.00%,53.50%,21.50%,0.9,0.50%,17.9,35%,88%,55%
1150,Trea Turner\turnetr01,28,LAD,226,0.406,150,0.361,0.227,4.40%,14.60%,6.60%,90,46.00%,22.70%,45.50%,24.40%,0.83,30.70%,56.30%,13.10%,1.4,1.30%,14.3,40%,85%,70%
1151,Edwin Uceta\ucetaed01,23,LAD,5,0.16,-20,0.333,0,0.00%,40.00%,0.00%,72,0.00%,0.00%,100.00%,0.00%,,33.30%,66.70%,0.00%,0,0.00%,-0.7,100%,,
1152,Duane Underwood Jr.\underdu01,26,PIT,4,0,-131,,0,0.00%,100.00%,0.00%,,,,,,,,,,-0.1,0.00%,-1.1,,,
1153,Justin Upton\uptonju01,33,LAA,362,0.309,89,0.254,0.198,4.70%,29.60%,10.80%,90.1,42.40%,17.30%,42.50%,31.30%,0.74,36.00%,49.50%,14.50%,-0.9,-0.40%,-8.9,33%,80%,37%
1154,Jose Urena\urenajo01,29,DET,1,0,-122,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.1,,,
1155,Julio Urias\uriasju01,24,LAD,70,0.2,-7,0.324,0.034,0.00%,31.40%,0.00%,72.6,25.50%,14.90%,44.70%,8.50%,1.4,32.60%,43.50%,23.90%,-0.2,0.00%,-6.1,39%,,0%
1156,Luis Urias\uriaslu01,24,MIL,570,0.348,112,0.28,0.196,4.00%,20.40%,11.10%,87.8,40.50%,21.20%,41.50%,26.20%,0.71,31.00%,55.30%,13.80%,1.6,0.60%,20.3,31%,83%,43%
1157,Ramon Urias\uriasra01,27,BAL,296,0.343,115,0.369,0.134,2.40%,25.70%,9.50%,89.3,42.70%,25.80%,50.00%,18.80%,1.01,18.80%,58.10%,23.10%,0.9,0.00%,12.3,26%,33%,26%
1158,Jose Urquidy\urquijo01,26,HOU,4,0.223,30,1,0,0.00%,75.00%,0.00%,90.7,0.00%,100.00%,0.00%,0.00%,0,0.00%,0.00%,100.00%,0,0.00%,-0.4,0%,,
1159,Gio Urshela\urshegi01,29,NYY,442,0.313,95,0.329,0.152,3.20%,24.70%,4.50%,88.9,42.00%,25.60%,48.40%,23.70%,0.94,20.60%,57.90%,21.50%,-0.9,-1.10%,-10.9,24%,100%,27%
1160,Pat Valaika\valaipa01,28,BAL,281,0.236,38,0.26,0.089,1.80%,27.10%,5.70%,86.3,32.60%,26.70%,30.50%,33.70%,0.45,21.90%,56.70%,21.40%,-1.4,-0.20%,-18.2,19%,50%,19%
1161,Framber Valdez\valdefr01,27,HOU,4,0,-127,0,0,0.00%,50.00%,0.00%,55,0.00%,0.00%,100.00%,0.00%,,0.00%,100.00%,0.00%,-0.1,-0.10%,-0.9,,,
1162,Breyvic Valera\valerbr01,29,TOR,97,0.294,78,0.28,0.103,1.00%,12.40%,8.30%,84,19.50%,29.90%,33.80%,24.70%,0.54,27.30%,50.60%,22.10%,0,-0.10%,0.2,31%,100%,13%
1163,Josh VanMeter\vanmejo01,26,ARI,310,0.295,78,0.278,0.142,1.90%,26.80%,10.70%,89.1,36.80%,21.20%,35.80%,34.20%,0.56,32.60%,51.80%,15.50%,0.2,-0.10%,-1.5,23%,60%,28%
1164,Ildemaro Vargas\vargail01,29,TOT,83,0.23,28,0.2,0.065,0.00%,20.50%,7.20%,84.6,28.30%,23.30%,55.00%,15.00%,1.22,21.70%,63.30%,15.00%,-0.9,-0.40%,-6.8,39%,100%,33%
1165,Ildemaro Vargas\vargail01,29,CHC,24,0.238,29,0.214,0.095,0.00%,29.20%,12.50%,84,21.40%,28.60%,42.90%,14.30%,0.75,21.40%,71.40%,7.10%,-0.5,-0.30%,-3,50%,100%,50%
1166,Ildemaro Vargas\vargail01,29,PIT,13,0.069,-82,0.1,0,0.00%,23.10%,0.00%,90.6,40.00%,10.00%,70.00%,20.00%,2.33,30.00%,70.00%,0.00%,-0.4,-0.10%,-3.2,0%,,
1167,Ildemaro Vargas\vargail01,29,ARI,46,0.271,59,0.222,0.07,0.00%,15.20%,6.50%,83.1,27.80%,25.00%,55.60%,13.90%,1.25,19.40%,58.30%,22.20%,0,0.00%,-0.6,36%,,25%
1168,Daulton Varsho\varshda01,24,ARI,315,0.334,101,0.286,0.19,3.50%,21.30%,9.50%,86,39.90%,24.30%,35.30%,25.20%,0.58,29.80%,51.80%,18.30%,1.6,0.00%,11.1,34%,100%,52%
1169,Andrew Vaughn\vaughan01,23,CHW,469,0.322,101,0.271,0.161,3.20%,21.50%,8.70%,91,47.30%,24.60%,43.90%,27.70%,0.78,24.00%,56.40%,19.60%,-0.8,-0.20%,-19.6,32%,50%,37%
1170,Christian Vazquez\vazquch01,30,BOS,498,0.292,72,0.301,0.094,1.20%,16.90%,6.60%,86,31.30%,22.40%,41.70%,28.00%,0.72,22.40%,55.10%,22.40%,-0.7,-0.60%,-18.5,31%,67%,24%
1171,Vince Velasquez\velasvi01,29,TOT,30,0.128,-58,0.143,0,0.00%,30.00%,6.70%,69.4,31.60%,15.80%,36.80%,5.30%,1.17,10.50%,57.90%,31.60%,-0.3,-0.20%,-4.5,0%,,0%
1172,Vince Velasquez\velasvi01,29,PHI,26,0.108,-76,0.154,0,0.00%,34.60%,3.90%,73.2,37.50%,18.80%,37.50%,6.30%,1,12.50%,62.50%,25.00%,-0.3,-0.20%,-4.3,0%,,0%
1173,Vince Velasquez\velasvi01,29,SDP,4,0.348,144,0,0,0.00%,0.00%,25.00%,49.6,0.00%,0.00%,33.30%,0.00%,,0.00%,33.30%,66.70%,0,0.00%,-0.2,0%,,
1174,Andrew Velazquez\velazan01,26,NYY,68,0.258,51,0.326,0.134,1.50%,33.80%,1.50%,90.2,43.20%,25.00%,47.70%,22.70%,0.91,29.50%,56.80%,13.60%,-0.1,0.00%,-2.5,67%,80%,25%
1175,Alex Verdugo\verdual01,25,BOS,604,0.334,101,0.327,0.138,2.20%,15.90%,8.40%,89.9,43.30%,24.30%,50.10%,21.00%,1.01,24.50%,58.50%,17.00%,1.9,1.70%,10.3,38%,75%,30%
1176,Alex Vesia\vesiaal01,25,LAD,4,0.174,-10,,0,0.00%,75.00%,25.00%,,,,,,,,,,-0.1,0.00%,-0.6,0%,,
1177,Matt Vierling\vierlma01,24,PHI,77,0.375,130,0.42,0.155,2.60%,26.00%,5.20%,91.5,53.80%,26.90%,53.80%,17.30%,1.17,17.30%,55.80%,26.90%,0.1,0.30%,2,35%,100%,60%
1178,Ryan Vilade\viladry01,22,COL,7,0.099,-73,0,0,0.00%,14.30%,14.30%,87.6,40.00%,0.00%,60.00%,40.00%,1.5,0.00%,80.00%,20.00%,-0.1,0.00%,-2.3,0%,,
1179,Jonathan Villar\villajo01,30,NYM,505,0.323,102,0.313,0.167,3.60%,26.10%,9.10%,87.1,35.00%,21.90%,47.80%,23.50%,0.95,29.00%,52.80%,18.20%,-0.7,-0.30%,-10.8,31%,67%,49%
1180,Daniel Vogelbach\vogelda01,28,MIL,258,0.334,102,0.255,0.163,3.50%,22.10%,16.70%,91.4,48.70%,23.40%,45.60%,25.30%,0.84,25.90%,57.60%,16.50%,1.3,0.40%,2.5,26%,,29%
1181,Stephen Vogt\vogtst01,36,TOT,238,0.28,63,0.23,0.138,2.90%,23.50%,10.90%,87.9,35.90%,21.20%,34.00%,34.00%,0.52,33.30%,51.90%,14.70%,-0.3,0.20%,-5.3,28%,,56%
1182,Stephen Vogt\vogtst01,36,ARI,151,0.309,87,0.253,0.174,3.30%,23.80%,11.90%,87.7,38.10%,22.70%,34.00%,33.00%,0.52,35.10%,46.40%,18.60%,0,0.40%,-0.9,29%,,58%
1183,Stephen Vogt\vogtst01,36,ATL,87,0.229,21,0.193,0.077,2.30%,23.00%,9.20%,88.3,32.20%,18.60%,33.90%,35.60%,0.53,30.50%,61.00%,8.50%,-0.3,-0.20%,-4.4,26%,,50%
1184,Luke Voit\voitlu01,30,NYY,241,0.335,110,0.313,0.197,4.60%,30.70%,8.70%,90.7,52.20%,19.40%,41.00%,34.50%,0.7,30.90%,53.20%,15.80%,-0.4,-0.20%,1.7,22%,,19%
1185,Jason Vosler\vosleja01,27,SFG,82,0.268,54,0.2,0.178,3.70%,25.60%,8.50%,88.5,35.80%,17.00%,41.50%,28.30%,0.71,34.00%,50.90%,15.10%,-0.2,-0.10%,-3.1,50%,100%,11%
1186,Austin Voth\vothau01,29,WSN,3,0.509,233,1,0,0.00%,33.30%,0.00%,72.6,0.00%,0.00%,100.00%,0.00%,,0.00%,0.00%,100.00%,0.1,0.00%,1.1,50%,,
1187,Joey Votto\vottojo01,37,CIN,533,0.397,137,0.287,0.297,6.80%,23.80%,14.50%,92.9,53.20%,25.20%,33.20%,36.90%,0.5,35.10%,49.50%,15.40%,2.5,1.30%,32.8,23%,100%,24%
1188,Michael Wacha\wachami01,29,TBR,3,0,-117,,0,0.00%,100.00%,0.00%,,,,,,,,,,-0.1,-0.10%,-1.4,,,
1189,Brandon Waddell\waddebr01,27,STL,1,0,-124,,0,0.00%,100.00%,0.00%,,,,,,,,,,0,0.00%,-0.3,,,
1190,LaMonte Wade Jr\wadela01,27,SFG,381,0.349,115,0.289,0.229,4.70%,23.40%,8.70%,89.1,41.70%,23.60%,33.90%,31.50%,0.53,40.20%,46.10%,13.80%,3.2,2.20%,14.6,32%,86%,41%
1191,Tyler Wade\wadety01,26,NYY,145,0.312,90,0.378,0.055,0.00%,25.50%,11.00%,78.9,13.80%,22.20%,53.30%,10.00%,1.41,27.80%,50.00%,22.20%,0.6,0.50%,-0.6,61%,74%,58%
1192,Adam Wainwright\wainwad01,39,STL,74,0.166,-32,0.219,0.035,0.00%,33.80%,4.10%,63.3,23.90%,10.90%,34.80%,10.90%,1.45,32.60%,58.70%,8.70%,-1.1,-0.60%,-9.9,10%,,0%
1193,Christian Walker\walkech02,30,ARI,445,0.307,86,0.307,0.137,2.30%,23.80%,8.50%,88.8,41.10%,24.20%,39.40%,28.30%,0.65,25.60%,54.50%,19.90%,-0.4,-0.30%,-3.9,35%,,42%
1194,Taijuan Walker\walketa01,28,NYM,51,0.119,-50,0.278,0,0.00%,56.90%,2.00%,75.9,22.20%,20.00%,55.00%,5.00%,2.2,15.00%,60.00%,25.00%,-1,-0.80%,-10.9,0%,,0%
1195,Chad Wallach\wallach01,29,MIA,66,0.222,26,0.4,0.067,0.00%,48.50%,4.60%,84.9,37.90%,16.70%,56.70%,26.70%,1.31,16.70%,60.00%,23.30%,-0.9,-0.50%,-6.4,13%,,50%
